Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-10-12 02:00:00+00:00,Zurich,200.0,12.7,0.3,25.0,10.6,12.1,Residential
2024-10-12 03:00:00+00:00,Zurich,204.0,12.0,0.3,22.0,10.8,12.8,Residential
2024-10-12 04:00:00+00:00,Zurich,202.0,11.7,0.3,21.0,9.7,12.6,Residential
2024-10-12 05:00:00+00:00,Zurich,203.0,14.9,0.4,18.0,9.9,12.8,Residential
2024-10-12 06:00:00+00:00,Zurich,218.0,20.2,0.5,17.0,10.3,14.2,Residential
2024-10-12 07:00:00+00:00,Zurich,235.0,21.1,0.7,16.0,10.8,13.4,Residential
2024-10-12 08:00:00+00:00,Zurich,220.0,17.9,0.7,23.0,11.1,13.3,Residential
2024-10-12 09:00:00+00:00,Zurich,224.0,15.4,0.7,24.0,11.2,13.2,Residential
2024-10-12 10:00:00+00:00,Zurich,206.0,12.3,0.7,37.0,11.4,12.5,Residential
2024-10-12 11:00:00+00:00,Zurich,205.0,12.5,0.8,40.0,11.6,13.1,Residential
2024-10-12 12:00:00+00:00,Zurich,204.0,13.4,0.7,47.0,11.9,13.4,Residential
2024-10-12 13:00:00+00:00,Zurich,192.0,13.3,0.7,53.0,12.2,13.4,Residential
2024-10-12 14:00:00+00:00,Zurich,190.0,13.3,0.6,54.0,11.6,12.9,Residential
2024-10-12 15:00:00+00:00,Zurich,203.0,15.4,0.6,53.0,10.4,12.2,Residential
2024-10-12 16:00:00+00:00,Zurich,221.0,15.4,0.7,52.0,10.6,13.1,Residential
2024-10-12 17:00:00+00:00,Zurich,220.0,19.1,0.6,49.0,10.6,14.8,Residential
2024-10-12 18:00:00+00:00,Zurich,222.0,20.2,0.4,52.0,10.3,14.8,Residential
2024-10-12 19:00:00+00:00,Zurich,208.0,18.7,0.4,45.0,9.7,14.3,Residential
2024-10-12 20:00:00+00:00,Zurich,201.0,18.7,0.4,43.0,9.6,12.9,Residential
2024-10-12 21:00:00+00:00,Zurich,200.0,20.2,0.3,46.0,9.6,12.1,Residential
2024-10-12 22:00:00+00:00,Zurich,198.0,17.2,0.2,45.0,8.9,10.7,Residential
2024-10-12 23:00:00+00:00,Zurich,196.0,18.7,0.2,41.0,8.2,10.6,Residential
2024-10-13 00:00:00+00:00,Zurich,193.0,14.0,0.2,48.0,8.3,10.0,Residential
2024-10-13 01:00:00+00:00,Zurich,173.0,12.8,0.2,47.0,6.5,7.1,Residential
2024-10-13 02:00:00+00:00,Zurich,174.0,10.1,0.1,51.0,5.8,6.8,Residential
2024-10-13 03:00:00+00:00,Zurich,150.0,8.8,0.1,53.0,2.3,5.3,Residential
2024-10-13 04:00:00+00:00,Zurich,137.0,4.3,0.1,58.0,1.9,2.4,Residential
2024-10-13 05:00:00+00:00,Zurich,140.0,3.6,0.1,63.0,1.9,2.8,Residential
2024-10-13 06:00:00+00:00,Zurich,136.0,3.7,0.2,63.0,2.2,2.7,Residential
2024-10-13 07:00:00+00:00,Zurich,138.0,4.1,0.2,61.0,2.2,2.8,Residential
2024-10-13 08:00:00+00:00,Zurich,132.0,4.1,0.2,61.0,2.1,3.0,Residential
2024-10-13 09:00:00+00:00,Zurich,130.0,3.4,0.2,60.0,2.0,3.2,Residential
2024-10-13 10:00:00+00:00,Zurich,135.0,3.1,0.2,62.0,2.0,3.3,Residential
2024-10-13 11:00:00+00:00,Zurich,134.0,3.3,0.2,64.0,1.9,3.3,Residential
2024-10-13 12:00:00+00:00,Zurich,135.0,3.5,0.2,65.0,2.1,3.4,Residential
2024-10-13 13:00:00+00:00,Zurich,137.0,3.5,0.2,63.0,2.3,3.6,Residential
2024-10-13 14:00:00+00:00,Zurich,142.0,3.9,0.2,63.0,2.4,4.4,Residential
2024-10-13 15:00:00+00:00,Zurich,145.0,4.9,0.3,61.0,3.0,4.9,Residential
2024-10-13 16:00:00+00:00,Zurich,157.0,7.4,0.3,57.0,3.2,6.2,Residential
2024-10-13 17:00:00+00:00,Zurich,174.0,11.7,0.5,54.0,4.1,7.8,Residential
2024-10-13 18:00:00+00:00,Zurich,175.0,13.5,0.6,48.0,5.4,9.2,Residential
2024-10-13 19:00:00+00:00,Zurich,190.0,18.5,0.6,42.0,6.5,11.5,Residential
2024-10-13 20:00:00+00:00,Zurich,203.0,22.0,0.7,37.0,8.2,11.6,Residential
2024-10-13 21:00:00+00:00,Zurich,207.0,24.3,0.8,32.0,8.3,12.5,Residential
2024-10-13 22:00:00+00:00,Zurich,199.0,22.8,0.7,30.0,9.0,12.0,Residential
2024-10-13 23:00:00+00:00,Zurich,195.0,19.5,0.7,34.0,8.5,11.7,Residential
2024-10-14 00:00:00+00:00,Zurich,175.0,11.6,0.3,33.0,6.9,10.0,Residential
2024-10-14 01:00:00+00:00,Zurich,177.0,13.0,0.3,35.0,7.3,9.6,Residential
2024-10-14 02:00:00+00:00,Zurich,168.0,12.4,0.3,33.0,7.6,9.3,Residential
2024-10-14 03:00:00+00:00,Zurich,164.0,11.0,0.3,31.0,7.5,8.9,Residential
2024-10-14 04:00:00+00:00,Zurich,157.0,10.7,0.3,29.0,6.4,8.3,Residential
2024-10-14 05:00:00+00:00,Zurich,166.0,20.5,0.4,25.0,6.9,9.0,Residential
2024-10-14 06:00:00+00:00,Zurich,186.0,22.6,0.5,19.0,6.8,9.1,Residential
2024-10-14 07:00:00+00:00,Zurich,199.0,27.1,0.4,18.0,6.3,12.3,Residential
2024-10-14 08:00:00+00:00,Zurich,231.0,27.1,0.5,25.0,6.5,12.4,Residential
2024-10-14 09:00:00+00:00,Zurich,220.0,29.4,0.5,27.0,7.3,13.2,Residential
2024-10-14 10:00:00+00:00,Zurich,237.0,20.7,0.8,25.0,7.8,13.5,Residential
2024-10-14 11:00:00+00:00,Zurich,207.0,15.8,0.6,39.0,6.8,12.4,Residential
2024-10-14 12:00:00+00:00,Zurich,173.0,11.0,0.4,52.0,4.7,9.5,Residential
2024-10-14 13:00:00+00:00,Zurich,144.0,8.8,0.3,62.0,4.3,6.6,Residential
2024-10-14 14:00:00+00:00,Zurich,142.0,7.4,0.3,65.0,3.7,6.0,Residential
2024-10-14 15:00:00+00:00,Zurich,145.0,8.3,0.3,64.0,3.0,6.1,Residential
2024-10-14 16:00:00+00:00,Zurich,164.0,16.2,0.4,52.0,4.6,7.9,Residential
2024-10-14 17:00:00+00:00,Zurich,182.0,19.4,0.4,46.0,4.8,8.0,Residential
2024-10-14 18:00:00+00:00,Zurich,193.0,21.3,0.4,37.0,7.5,10.4,Residential
2024-10-14 19:00:00+00:00,Zurich,193.0,22.8,0.4,31.0,7.6,10.4,Residential
2024-10-14 20:00:00+00:00,Zurich,185.0,23.2,0.4,32.0,6.9,10.7,Residential
2024-10-14 21:00:00+00:00,Zurich,179.0,20.4,0.5,31.0,6.4,10.9,Residential
2024-10-14 22:00:00+00:00,Zurich,173.0,17.9,0.4,31.0,6.5,10.2,Residential
2024-10-14 23:00:00+00:00,Zurich,165.0,15.1,0.4,32.0,6.5,10.1,Residential
2024-10-15 00:00:00+00:00,Zurich,157.0,12.3,0.3,27.0,5.5,9.9,Residential
2024-10-15 01:00:00+00:00,Zurich,148.0,10.9,0.3,25.0,5.2,8.6,Residential
2024-10-15 02:00:00+00:00,Zurich,132.0,9.1,0.3,31.0,4.9,8.5,Residential
2024-10-15 03:00:00+00:00,Zurich,131.0,7.7,0.3,30.0,4.7,8.5,Residential
2024-10-15 04:00:00+00:00,Zurich,136.0,9.2,0.3,25.0,4.7,8.2,Residential
2024-10-15 05:00:00+00:00,Zurich,161.0,16.8,0.4,21.0,5.9,8.8,Residential
2024-10-15 06:00:00+00:00,Zurich,208.0,25.6,0.6,14.0,7.7,13.0,Residential
2024-10-15 07:00:00+00:00,Zurich,227.0,29.8,0.9,15.0,9.0,16.1,Residential
2024-10-15 08:00:00+00:00,Zurich,244.0,28.5,1.1,19.0,10.8,16.4,Residential
2024-10-15 09:00:00+00:00,Zurich,220.0,24.0,1.0,25.0,12.1,15.4,Residential
2024-10-15 10:00:00+00:00,Zurich,213.0,20.5,0.9,31.0,9.9,14.5,Residential
2024-10-15 11:00:00+00:00,Zurich,195.0,19.7,0.8,32.0,8.6,12.5,Residential
2024-10-15 12:00:00+00:00,Zurich,189.0,21.0,0.7,32.0,8.6,11.7,Residential
2024-10-15 13:00:00+00:00,Zurich,195.0,20.4,0.6,30.0,8.0,11.6,Residential
2024-10-15 14:00:00+00:00,Zurich,191.0,19.8,0.6,31.0,7.4,12.9,Residential
2024-10-15 15:00:00+00:00,Zurich,184.0,21.8,0.7,33.0,6.4,10.3,Residential
2024-10-15 16:00:00+00:00,Zurich,219.0,28.5,0.7,36.0,5.6,8.5,Residential
2024-10-15 17:00:00+00:00,Zurich,207.0,25.7,0.7,29.0,6.2,9.1,Residential
2024-10-15 18:00:00+00:00,Zurich,218.0,25.2,0.6,25.0,6.7,8.5,Residential
2024-10-15 19:00:00+00:00,Zurich,211.0,26.9,0.6,24.0,7.2,9.1,Residential
2024-10-15 20:00:00+00:00,Zurich,208.0,26.9,0.8,20.0,7.5,10.3,Residential
2024-10-15 21:00:00+00:00,Zurich,213.0,24.6,0.8,18.0,7.6,9.8,Residential
2024-10-15 22:00:00+00:00,Zurich,196.0,22.2,0.7,20.0,7.8,9.7,Residential
2024-10-15 23:00:00+00:00,Zurich,180.0,19.6,0.5,22.0,8.1,9.7,Residential
2024-10-16 00:00:00+00:00,Zurich,174.0,18.2,0.4,25.0,8.4,10.5,Residential
2024-10-16 01:00:00+00:00,Zurich,171.0,15.5,0.4,30.0,8.8,11.5,Residential
2024-10-16 02:00:00+00:00,Zurich,167.0,14.2,0.4,32.0,9.5,12.2,Residential
2024-10-16 03:00:00+00:00,Zurich,165.0,12.8,0.4,30.0,10.3,11.8,Residential
2024-10-16 04:00:00+00:00,Zurich,168.0,14.9,0.4,25.0,9.9,11.2,Residential
2024-10-16 05:00:00+00:00,Zurich,195.0,24.8,0.5,14.0,10.3,11.3,Residential
2024-10-16 06:00:00+00:00,Zurich,239.0,30.8,0.8,8.0,11.8,13.1,Residential
2024-10-16 07:00:00+00:00,Zurich,259.0,31.2,0.9,7.0,12.7,15.3,Residential
2024-10-16 08:00:00+00:00,Zurich,277.0,29.3,1.0,10.0,13.3,16.7,Residential
2024-10-16 09:00:00+00:00,Zurich,239.0,27.1,1.0,15.0,14.2,17.4,Residential
2024-10-16 10:00:00+00:00,Zurich,243.0,18.0,0.8,19.0,12.5,16.6,Residential
2024-10-16 11:00:00+00:00,Zurich,211.0,17.5,0.8,26.0,11.9,15.4,Residential
2024-10-16 12:00:00+00:00,Zurich,204.0,18.5,0.9,30.0,11.4,14.7,Residential
2024-10-16 13:00:00+00:00,Zurich,209.0,17.9,1.0,32.0,11.0,14.6,Residential
2024-10-16 14:00:00+00:00,Zurich,205.0,19.3,1.0,33.0,10.7,14.4,Residential
2024-10-16 15:00:00+00:00,Zurich,207.0,22.6,1.0,33.0,10.3,16.1,Residential
2024-10-16 16:00:00+00:00,Zurich,239.0,32.9,1.0,26.0,11.7,19.0,Residential
2024-10-16 17:00:00+00:00,Zurich,290.0,42.8,1.2,14.0,12.2,21.1,Residential
2024-10-16 18:00:00+00:00,Zurich,278.0,42.1,0.9,9.0,12.1,21.2,Residential
2024-10-16 19:00:00+00:00,Zurich,263.0,35.2,0.8,19.0,12.1,18.9,Residential
2024-10-16 20:00:00+00:00,Zurich,239.0,23.1,0.8,16.0,11.0,15.7,Residential
2024-10-16 21:00:00+00:00,Zurich,219.0,24.1,0.8,12.0,9.9,13.1,Residential
2024-10-16 22:00:00+00:00,Zurich,216.0,25.8,0.7,12.0,9.3,11.5,Residential
2024-10-16 23:00:00+00:00,Zurich,260.0,28.7,0.5,14.0,8.7,11.6,Residential
2024-10-17 00:00:00+00:00,Zurich,250.0,27.6,0.5,19.0,7.9,11.8,Residential
2024-10-17 01:00:00+00:00,Zurich,221.0,23.7,0.3,18.0,7.9,11.6,Residential
2024-10-17 02:00:00+00:00,Zurich,191.0,23.2,0.3,16.0,8.3,11.5,Residential
2024-10-17 03:00:00+00:00,Zurich,201.0,24.8,0.4,14.0,9.2,11.5,Residential
2024-10-17 04:00:00+00:00,Zurich,212.0,26.5,0.6,14.0,10.1,12.0,Residential
2024-10-17 05:00:00+00:00,Zurich,224.0,29.3,0.7,11.0,10.5,13.5,Residential
2024-10-17 06:00:00+00:00,Zurich,242.0,37.0,0.8,9.0,11.5,15.8,Residential
2024-10-17 07:00:00+00:00,Zurich,282.0,38.3,1.1,10.0,12.9,18.1,Residential
2024-10-17 08:00:00+00:00,Zurich,336.0,35.7,1.2,12.0,12.7,18.2,Residential
2024-10-17 09:00:00+00:00,Zurich,245.0,27.6,1.3,19.0,11.7,16.1,Residential
2024-10-17 10:00:00+00:00,Zurich,235.0,23.0,1.2,32.0,9.9,13.8,Residential
2024-10-17 11:00:00+00:00,Zurich,190.0,15.5,1.0,38.0,7.1,11.6,Residential
2024-10-17 12:00:00+00:00,Zurich,170.0,12.3,0.8,48.0,5.3,8.6,Residential
2024-10-17 13:00:00+00:00,Zurich,158.0,9.3,0.6,53.0,5.1,7.0,Residential
2024-10-17 14:00:00+00:00,Zurich,161.0,9.5,0.4,61.0,4.8,7.4,Residential
2024-10-17 15:00:00+00:00,Zurich,173.0,11.0,0.4,62.0,5.4,8.6,Residential
2024-10-17 16:00:00+00:00,Zurich,202.0,17.8,0.4,54.0,5.5,9.8,Residential
2024-10-17 17:00:00+00:00,Zurich,210.0,22.6,0.5,46.0,7.2,12.6,Residential
2024-10-17 18:00:00+00:00,Zurich,213.0,22.9,0.5,46.0,7.9,13.1,Residential
2024-10-17 19:00:00+00:00,Zurich,202.0,23.9,0.6,36.0,8.9,13.7,Residential
2024-10-17 20:00:00+00:00,Zurich,197.0,25.4,0.8,30.0,9.5,14.4,Residential
2024-10-17 21:00:00+00:00,Zurich,206.0,26.0,0.8,27.0,9.6,14.7,Residential
2024-10-17 22:00:00+00:00,Zurich,214.0,24.0,0.8,25.0,9.5,13.9,Residential
2024-10-17 23:00:00+00:00,Zurich,216.0,21.6,0.6,25.0,8.2,12.5,Residential
2024-10-18 00:00:00+00:00,Zurich,205.0,17.1,0.4,20.0,8.7,12.5,Residential
2024-10-18 01:00:00+00:00,Zurich,198.0,17.6,0.4,19.0,8.8,12.1,Residential
2024-10-18 02:00:00+00:00,Zurich,185.0,16.3,0.3,15.0,9.6,12.2,Residential
2024-10-18 03:00:00+00:00,Zurich,179.0,15.8,0.4,13.0,10.6,12.4,Residential
2024-10-18 04:00:00+00:00,Zurich,185.0,18.4,0.4,9.0,10.6,12.4,Residential
2024-10-18 05:00:00+00:00,Zurich,235.0,24.4,0.5,4.0,10.4,14.6,Residential
2024-10-18 06:00:00+00:00,Zurich,295.0,29.5,0.9,2.0,11.2,17.1,Residential
2024-10-18 07:00:00+00:00,Zurich,318.0,32.3,0.9,3.0,12.5,18.4,Residential
2024-10-18 08:00:00+00:00,Zurich,296.0,31.3,0.9,10.0,12.7,17.6,Residential
2024-10-18 09:00:00+00:00,Zurich,273.0,25.6,0.7,16.0,11.6,16.2,Residential
2024-10-18 10:00:00+00:00,Zurich,227.0,18.6,0.6,23.0,10.5,13.9,Residential
2024-10-18 11:00:00+00:00,Zurich,206.0,13.0,0.5,32.0,9.7,12.4,Residential
2024-10-18 12:00:00+00:00,Zurich,198.0,13.1,0.3,40.0,8.1,10.8,Residential
2024-10-18 13:00:00+00:00,Zurich,191.0,12.4,0.3,45.0,7.6,9.9,Residential
2024-10-18 14:00:00+00:00,Zurich,191.0,14.2,0.4,44.0,7.4,11.0,Residential
2024-10-18 15:00:00+00:00,Zurich,203.0,17.2,0.4,41.0,8.2,11.3,Residential
2024-10-18 16:00:00+00:00,Zurich,234.0,27.4,0.5,29.0,8.7,12.2,Residential
2024-10-18 17:00:00+00:00,Zurich,232.0,39.4,0.6,26.0,9.9,13.8,Residential
2024-10-18 18:00:00+00:00,Zurich,239.0,28.5,0.6,27.0,7.9,11.8,Residential
2024-10-18 19:00:00+00:00,Zurich,212.0,21.5,0.7,28.0,7.5,9.8,Residential
2024-10-18 20:00:00+00:00,Zurich,216.0,22.1,0.6,27.0,7.7,9.7,Residential
2024-10-18 21:00:00+00:00,Zurich,216.0,23.3,0.5,28.0,8.5,10.7,Residential
2024-10-18 22:00:00+00:00,Zurich,214.0,20.8,0.5,31.0,9.6,11.6,Residential
2024-10-18 23:00:00+00:00,Zurich,204.0,20.5,0.4,29.0,10.1,12.0,Residential
2024-10-19 00:00:00+00:00,Zurich,203.0,17.1,0.4,29.0,9.1,11.3,Residential
2024-10-19 01:00:00+00:00,Zurich,197.0,13.4,0.3,29.0,8.7,10.2,Residential
2024-10-19 02:00:00+00:00,Zurich,187.0,11.5,0.3,29.0,8.8,9.7,Residential
2024-10-19 03:00:00+00:00,Zurich,182.0,11.7,0.3,28.0,8.5,9.1,Residential
2024-10-19 04:00:00+00:00,Zurich,186.0,15.3,0.3,22.0,9.1,9.9,Residential
2024-10-19 05:00:00+00:00,Zurich,205.0,18.3,0.4,23.0,8.7,9.6,Residential
2024-10-19 06:00:00+00:00,Zurich,209.0,20.4,0.4,20.0,8.6,11.4,Residential
2024-10-19 07:00:00+00:00,Zurich,221.0,21.4,0.6,15.0,8.9,12.2,Residential
2024-10-19 08:00:00+00:00,Zurich,248.0,20.4,0.7,19.0,9.7,11.6,Residential
2024-10-19 09:00:00+00:00,Zurich,209.0,16.1,0.6,25.0,9.7,11.6,Residential
2024-10-19 10:00:00+00:00,Zurich,211.0,13.3,0.6,27.0,10.2,12.6,Residential
2024-10-19 11:00:00+00:00,Zurich,186.0,11.3,0.6,36.0,10.1,11.6,Residential
2024-10-19 12:00:00+00:00,Zurich,177.0,9.5,0.6,46.0,9.0,10.2,Residential
2024-10-19 13:00:00+00:00,Zurich,167.0,9.2,0.5,52.0,9.4,10.3,Residential
2024-10-19 14:00:00+00:00,Zurich,168.0,9.7,0.5,57.0,7.7,10.0,Residential
2024-10-19 15:00:00+00:00,Zurich,172.0,10.8,0.5,56.0,7.7,9.2,Residential
2024-10-19 16:00:00+00:00,Zurich,199.0,15.8,0.5,49.0,8.7,10.3,Residential
2024-10-19 17:00:00+00:00,Zurich,214.0,22.1,0.6,45.0,8.8,10.8,Residential
2024-10-19 18:00:00+00:00,Zurich,219.0,23.1,0.7,39.0,10.2,12.7,Residential
2024-10-19 19:00:00+00:00,Zurich,230.0,21.9,0.6,35.0,11.4,13.9,Residential
2024-10-19 20:00:00+00:00,Zurich,241.0,21.5,0.6,29.0,12.4,14.4,Residential
2024-10-19 21:00:00+00:00,Zurich,240.0,23.6,0.6,30.0,12.8,15.2,Residential
2024-10-19 22:00:00+00:00,Zurich,226.0,24.1,0.6,27.0,12.8,15.4,Residential
2024-10-19 23:00:00+00:00,Zurich,233.0,26.8,0.6,19.0,12.2,13.9,Residential
2024-10-20 00:00:00+00:00,Zurich,233.0,26.7,0.7,11.0,13.9,15.7,Residential
2024-10-20 01:00:00+00:00,Zurich,236.0,26.7,0.6,12.0,11.1,12.1,Residential
2024-10-20 02:00:00+00:00,Zurich,236.0,25.6,0.6,9.0,11.6,12.5,Residential
2024-10-20 03:00:00+00:00,Zurich,240.0,25.0,0.4,12.0,12.1,12.9,Residential
2024-10-20 04:00:00+00:00,Zurich,242.0,25.0,0.3,11.0,12.5,13.3,Residential
2024-10-20 05:00:00+00:00,Zurich,253.0,23.2,0.4,8.0,12.9,13.7,Residential
2024-10-20 06:00:00+00:00,Zurich,264.0,23.3,0.5,7.0,13.7,14.9,Residential
2024-10-20 07:00:00+00:00,Zurich,275.0,23.2,0.7,17.0,11.0,15.3,Residential
2024-10-20 08:00:00+00:00,Zurich,230.0,17.7,0.5,22.0,12.1,16.3,Residential
2024-10-20 09:00:00+00:00,Zurich,217.0,13.3,0.4,31.0,13.0,16.6,Residential
2024-10-20 10:00:00+00:00,Zurich,197.0,9.0,0.3,46.0,9.5,10.9,Residential
2024-10-20 11:00:00+00:00,Zurich,192.0,8.6,0.3,50.0,10.3,11.3,Residential
2024-10-20 12:00:00+00:00,Zurich,195.0,8.4,0.5,52.0,12.0,14.0,Residential
2024-10-20 13:00:00+00:00,Zurich,185.0,7.7,0.6,59.0,11.3,13.9,Residential
2024-10-20 14:00:00+00:00,Zurich,187.0,9.6,0.6,60.0,10.0,12.4,Residential
2024-10-20 15:00:00+00:00,Zurich,192.0,11.8,0.5,59.0,9.3,11.5,Residential
2024-10-20 16:00:00+00:00,Zurich,226.0,18.9,0.8,56.0,10.3,13.6,Residential
2024-10-20 17:00:00+00:00,Zurich,245.0,22.1,0.8,47.0,11.2,13.7,Residential
2024-10-20 18:00:00+00:00,Zurich,256.0,27.4,0.9,37.0,12.4,18.5,Residential
2024-10-20 19:00:00+00:00,Zurich,254.0,27.7,1.0,33.0,13.3,20.0,Residential
2024-10-20 20:00:00+00:00,Zurich,256.0,26.3,0.8,31.0,15.0,20.2,Residential
2024-10-20 21:00:00+00:00,Zurich,258.0,24.8,0.6,32.0,16.1,20.3,Residential
2024-10-20 22:00:00+00:00,Zurich,247.0,23.0,0.5,30.0,14.9,18.2,Residential
2024-10-20 23:00:00+00:00,Zurich,235.0,18.5,0.4,30.0,13.9,17.0,Residential
2024-10-21 00:00:00+00:00,Zurich,227.0,15.6,0.4,30.0,13.5,17.2,Residential
2024-10-21 01:00:00+00:00,Zurich,217.0,14.9,0.3,29.0,11.5,14.0,Residential
2024-10-21 02:00:00+00:00,Zurich,176.0,12.9,0.2,29.0,9.8,11.7,Residential
2024-10-21 03:00:00+00:00,Zurich,158.0,11.6,0.3,29.0,8.7,9.5,Residential
2024-10-21 04:00:00+00:00,Zurich,169.0,12.6,0.3,23.0,7.6,9.4,Residential
2024-10-21 05:00:00+00:00,Zurich,188.0,22.0,0.4,17.0,7.0,9.9,Residential
2024-10-21 06:00:00+00:00,Zurich,232.0,28.7,0.6,11.0,7.1,11.2,Residential
2024-10-21 07:00:00+00:00,Zurich,273.0,32.9,0.8,9.0,11.6,14.0,Residential
2024-10-21 08:00:00+00:00,Zurich,285.0,29.4,1.0,15.0,10.4,13.3,Residential
2024-10-21 09:00:00+00:00,Zurich,233.0,22.0,1.1,21.0,10.0,13.3,Residential
2024-10-21 10:00:00+00:00,Zurich,217.0,18.9,0.9,33.0,9.8,12.4,Residential
2024-10-21 11:00:00+00:00,Zurich,203.0,15.5,1.0,40.0,9.5,13.7,Residential
2024-10-21 12:00:00+00:00,Zurich,201.0,14.5,1.1,46.0,9.4,14.7,Residential
2024-10-21 13:00:00+00:00,Zurich,199.0,14.7,1.1,53.0,10.5,14.2,Residential
2024-10-21 14:00:00+00:00,Zurich,204.0,17.9,1.1,58.0,11.1,14.7,Residential
2024-10-21 15:00:00+00:00,Zurich,226.0,23.2,1.1,57.0,12.6,19.2,Residential
2024-10-21 16:00:00+00:00,Zurich,283.0,36.4,1.2,41.0,15.1,23.2,Residential
2024-10-21 17:00:00+00:00,Zurich,300.0,44.3,1.5,30.0,19.0,25.6,Residential
2024-10-21 18:00:00+00:00,Zurich,319.0,51.4,1.6,35.0,19.9,26.3,Residential
2024-10-21 19:00:00+00:00,Zurich,321.0,45.7,1.2,30.0,18.2,25.8,Residential
2024-10-21 20:00:00+00:00,Zurich,313.0,42.7,1.0,25.0,17.8,23.6,Residential
2024-10-21 21:00:00+00:00,Zurich,308.0,39.1,1.0,24.0,19.8,22.0,Residential
2024-10-21 22:00:00+00:00,Zurich,296.0,34.0,0.8,26.0,19.7,24.5,Residential
2024-10-21 23:00:00+00:00,Zurich,271.0,26.7,0.6,25.0,16.7,24.7,Residential
2024-10-22 00:00:00+00:00,Zurich,235.0,20.1,0.4,22.0,13.6,20.3,Residential
2024-10-22 01:00:00+00:00,Zurich,194.0,14.5,0.4,22.0,12.5,16.9,Residential
2024-10-22 02:00:00+00:00,Zurich,176.0,14.5,0.2,29.0,11.4,15.3,Residential
2024-10-22 03:00:00+00:00,Zurich,174.0,13.1,0.3,27.0,9.6,12.2,Residential
2024-10-22 04:00:00+00:00,Zurich,165.0,11.5,0.3,28.0,7.2,10.6,Residential
2024-10-22 05:00:00+00:00,Zurich,176.0,21.2,0.3,24.0,6.5,10.0,Residential
2024-10-22 06:00:00+00:00,Zurich,195.0,26.3,0.4,17.0,5.9,9.8,Residential
2024-10-22 07:00:00+00:00,Zurich,206.0,28.4,0.4,18.0,5.8,11.0,Residential
2024-10-22 08:00:00+00:00,Zurich,203.0,24.0,0.4,27.0,5.9,10.0,Residential
2024-10-22 09:00:00+00:00,Zurich,189.0,19.9,0.4,31.0,5.6,10.1,Residential
2024-10-22 10:00:00+00:00,Zurich,171.0,16.0,0.4,40.0,5.2,8.4,Residential
2024-10-22 11:00:00+00:00,Zurich,164.0,10.7,0.5,50.0,4.9,8.6,Residential
2024-10-22 12:00:00+00:00,Zurich,159.0,9.5,0.5,53.0,5.7,8.1,Residential
2024-10-22 13:00:00+00:00,Zurich,156.0,8.1,0.5,58.0,5.9,8.8,Residential
2024-10-22 14:00:00+00:00,Zurich,164.0,10.0,0.6,62.0,5.9,9.0,Residential
2024-10-22 15:00:00+00:00,Zurich,184.0,13.4,0.6,55.0,6.2,8.8,Residential
2024-10-22 16:00:00+00:00,Zurich,196.0,20.1,0.5,49.0,6.6,8.8,Residential
2024-10-22 17:00:00+00:00,Zurich,212.0,27.4,0.7,26.0,7.7,11.5,Residential
2024-10-22 18:00:00+00:00,Zurich,241.0,33.7,0.7,16.0,7.5,11.5,Residential
2024-10-22 19:00:00+00:00,Zurich,243.0,30.4,0.7,16.0,8.1,10.3,Residential
2024-10-22 20:00:00+00:00,Zurich,214.0,29.2,0.7,19.0,7.1,8.6,Residential
2024-10-22 21:00:00+00:00,Zurich,210.0,17.3,0.4,24.0,6.9,8.5,Residential
2024-10-22 22:00:00+00:00,Zurich,202.0,15.6,0.4,36.0,7.7,9.1,Residential
2024-10-22 23:00:00+00:00,Zurich,196.0,13.2,0.4,40.0,7.6,9.2,Residential
2024-10-23 00:00:00+00:00,Zurich,190.0,9.3,0.4,40.0,6.2,7.9,Residential
2024-10-23 01:00:00+00:00,Zurich,187.0,8.0,0.4,34.0,6.8,8.1,Residential
2024-10-23 02:00:00+00:00,Zurich,196.0,7.7,0.5,36.0,7.7,8.4,Residential
2024-10-23 03:00:00+00:00,Zurich,196.0,7.7,0.5,37.0,8.7,9.3,Residential
2024-10-23 04:00:00+00:00,Zurich,191.0,9.1,0.5,38.0,9.1,9.9,Residential
2024-10-23 05:00:00+00:00,Zurich,189.0,11.7,0.4,43.0,8.8,9.4,Residential
2024-10-23 06:00:00+00:00,Zurich,195.0,14.8,0.5,44.0,6.9,7.5,Residential
2024-10-23 07:00:00+00:00,Zurich,189.0,12.6,0.4,43.0,5.7,8.0,Residential
2024-10-23 08:00:00+00:00,Zurich,180.0,10.9,0.4,47.0,5.5,6.6,Residential
2024-10-23 09:00:00+00:00,Zurich,174.0,10.0,0.4,49.0,4.7,5.9,Residential
2024-10-23 10:00:00+00:00,Zurich,170.0,8.3,0.4,50.0,4.0,5.8,Residential
2024-10-23 11:00:00+00:00,Zurich,168.0,7.9,0.3,50.0,3.5,5.8,Residential
2024-10-23 12:00:00+00:00,Zurich,170.0,8.1,0.3,50.0,3.3,5.6,Residential
2024-10-23 13:00:00+00:00,Zurich,172.0,8.1,0.3,50.0,3.5,5.3,Residential
2024-10-23 14:00:00+00:00,Zurich,173.0,8.9,0.3,51.0,3.6,5.2,Residential
2024-10-23 15:00:00+00:00,Zurich,176.0,10.3,0.3,50.0,3.7,5.8,Residential
2024-10-23 16:00:00+00:00,Zurich,182.0,12.7,0.4,43.0,4.0,7.1,Residential
